Year,WeekOfYear,weekOfMonth,MonthOfYear,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,Aloo Chaat,Aloo Gobi,Aloo Methi,Baingan Hari Mirch,Bengal Fish Biryani,Bengal Fish Karahi,Bengal Fry Fish,Bengal King Prawn,Bengal Salad,Bhindi Bhajee,Bhuna,Bombay Aloo,Brinjal Bhajee,Butter Chicken,Cauliflower Bhajee,Chana Masala,Chapati,Chicken Achar,Chicken Balti,Chicken Biryani,Chicken Chaat,Chicken Chilli Garlic,Chicken Hari Mirch,Chicken Haryali,Chicken Karahi,Chicken Mysore,Chicken Pakora,Chicken Rezala,Chicken Roshni,Chicken Shashlick,Chicken Shashlick Curry,Chicken Sylhet,Chicken Tikka,Chicken Tikka (Main),Chicken Tikka Balti,Chicken Tikka Biryani,Chicken Tikka Chilli Masala,Chicken Tikka Garlic,Chicken Tikka Jalfrezi,Chicken Tikka Jeera,Chicken Tikka Karahi,Chicken Tikka Masala,Chicken Tikka Pasanda,Chicken Tikka Sizzler,COBRA (330ML),COBRA (660ML),Coke 1.5 ltr,Curry,Curry Sauce,Dall Samba,Dhansak,Dhansak Sauce,Diet Coke 1.5 ltr,Dupiaza,Egg Paratha,Egg Rice,French Fries,Garlic Naan,Garlic Rice,Green Salad,Hazary Lamb,Hazary Lamb Chilli Garlic,House Red wine 75cl,House white wine 75cl,Keema Naan,Keema Rice,King Prawn Balti,King Prawn Biryani,King Prawn Butterfly,King Prawn Hari Mirch,King Prawn Karahi,King Prawn Puree,King Prawn Shaslick,Korma,Korma Sauce,Kulcha Naan,Lal Mirch Chicken,Lal Mirch Lamb,Lamb Achar,Lamb Balti,Lamb Biryani,Lamb Chilli Garlic,Lamb Hari Mirch,Lamb Haryali,Lamb Karahi,Lamb Mysore,Lamb Rezala,Lamb Roshni,Lamb Shashlick,Lamb Shashlick Curry,Lamb Sylhet,Lamb Tikka,Lamb Tikka (Main),Lamb Tikka Balti,Lamb Tikka Biryani,Lamb Tikka Chilli Masala,Lamb Tikka Garlic,Lamb Tikka Jalfrezi,Lamb Tikka Jeera,Lamb Tikka Karahi,Lamb Tikka Masala,Lamb Tikka Pasanda,Lamb Tikka Sizzler,Lemon Rice,Lemonade 1.5 ltr,Lime Pickle,Madras,Madras Sauce,Mango Chutney,Masala Sauce,Meat Samosa,Methi,Mint Sauce,Mixed Starter,Mixed Vegetable Curry,Mushroom,Mushroom Bhajee,Mushroom Rice,Muttar Paneer,Onion Bhajee,Onion Chutney,Onion Naan,Onion Rice,Paneer Shaslick,Paneer Tikka Balti,Paneer Tikka Karahi,Paneer Tikka Masala,Paneer Tikka Sizzler,Paratha,Pathia,Persian Chicken Biryani,Persian Lamb Biryani,Peshwari Naan,Pilau Rice,Plain Naan,Plain Papadum,Plain Rice,Prawn Balti,Prawn Biryani,Prawn Karahi,Prawn Puree,Prier Water (750ml),Puree,Raitha,Red Sauce,Rogon,Royal Paneer,Saag,Saag Aloo,Saag Bhajee,Saag Dall,Saag Paneer,Saag Rice,Sheek Kebab,Sheek Kebab (Main),Special Fried Rice,Spicy Papadum,Still Water (750ml),Stuffed Paratha,Tandoori Chicken (1/4),Tandoori Chicken (Main),Tandoori Chicken Masala,Tandoori Fish,Tandoori Fish (Main),Tandoori King Prawn Garlic,Tandoori King Prawn Masala,Tandoori Mixed Grill,Tandoori Roti,Tarka Dall,Vegetable Balti,Vegetable Biryani,Vegetable Karahi,Vegetable Mysore,Vegetable Rice,Vegetable Roll,Vindaloo,Vindaloo Sauce,Grand Total
2017,1,1,1,8,0,13,5.5,7.5,4.8,6.4,101860,0,1,,,,,,,,,1,2,1,,1,,1,2,,,,,,,,,,1,,,,,,,4,,1,,2,,,1,,,,,,,,1,,,,,,,,1,3,1,,,,,,1,,,,,,,,,2,,,,,,1,1,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,7,1,,,7,,,,,2,,3,2,,,4,1,,,,,,,,,1,11,12,2,,,,,,,1,1,,,1,2,1,,1,1,,4,1,,,,,,,,,,,,,1,,,,,,,2,,102
2017,2,2,1,5.737777778,1.434444444,23.13555556,8.809777778,4.629777778,0.760888889,1.448444444,103113.5111,0,1,1,1,1,,,,,,2,5,14,2,,2,4,22,,1,8,4,,,,,1,2,1,,2,2,1,3,8,5,2,1,2,2,1,1,13,3,,1,3,5,7,,,5,,,,1,4,7,13,2,,,,,1,15,4,,,,,,,1,26,3,,1,,,3,1,,,,1,1,,,,,,1,3,1,1,,,,,,,,,2,,3,13,,10,2,11,,9,2,2,,6,10,2,18,8,1,6,1,,2,,,1,1,1,,4,42,23,62,18,,,,2,,1,3,5,1,1,3,7,1,,4,,3,2,2,,,,2,6,,,1,,1,3,2,5,,2,,1,3,,6,,556
2017,3,3,1,5.585454545,0.600727273,20.73818182,7.354545455,4.765454545,2.269090909,4.739636364,101497.9273,0,,3,,3,,,,,,,1,13,2,4,1,3,11,,,3,,,,,2,,3,,,4,,2,7,1,,,4,,,,,8,,1,,1,,4,,1,5,,,1,,1,2,17,,2,,,,,6,2,,,,1,1,1,2,12,,,2,,,2,2,,,1,,,,,1,1,,,,,,,,1,,,,,,1,1,,2,,14,2,2,1,9,1,1,,1,3,1,7,,,1,1,,,,,2,,,,6,32,19,36,6,,,,,,3,1,3,,2,,6,1,,2,,4,,2,,1,2,,,1,1,,3,,4,,1,,1,1,1,,,4,1,339
2017,4,4,1,1.144200627,5.493416928,53.68338558,6.359561129,2.297805643,-1.452037618,0.179310345,103244.1693,0,,1,2,,,,,,,,3,2,1,5,1,1,20,,2,3,6,,,1,1,1,,1,,1,,1,5,3,3,,3,3,4,1,,17,,1,,1,2,4,,,5,,,,,2,1,14,3,1,,,4,1,7,3,,,,,,,1,8,,1,1,,,2,2,,,,1,1,,,,1,1,2,,,,1,,,,,1,1,,,,,6,,9,,7,1,3,1,,1,4,1,1,12,4,,2,1,,,,,2,2,1,,8,29,18,57,16,,1,2,2,,2,2,3,2,2,1,9,1,,3,,2,,5,,,,1,,,,,,2,3,,3,,3,1,,5,,2,,408
2017,5,1,1,6.156818182,1.149318182,28.99545455,8.395,3.066818182,-1.126136364,0.765909091,101689.3864,0,3,2,,1,,1,,,1,5,6,9,1,3,,1,17,,2,5,4,,,1,,1,4,,1,4,,,3,4,3,1,1,1,4,1,1,10,2,1,1,2,,5,1,,7,,3,4,,2,3,19,,4,,,,,11,1,,,2,1,,1,3,12,1,3,1,,,,3,,,,2,,,,1,,,4,3,1,1,1,,1,,,,1,,1,2,2,12,2,15,1,6,,8,4,1,2,2,9,1,12,7,4,5,1,,1,,1,,8,1,1,9,30,29,46,14,,1,,5,,,6,3,1,,4,6,,1,4,1,3,1,9,7,,,3,,1,2,,1,,4,7,2,,1,1,,2,2,1,,525
2017,6,2,2,6.373417722,1.225316456,33.50632911,8.670253165,6.969936709,4.108227848,1.296835443,100206.8671,0,1,1,,,,,,2,,4,4,8,,4,,,9,,,3,1,,1,,,,1,1,,1,3,,1,5,1,3,1,1,2,,,12,,3,,,2,2,,,6,,1,3,,5,2,13,1,1,6,,,,3,3,,,1,,,1,2,12,,3,2,2,,,5,,,,,,1,,3,,,1,,,1,,,,,,2,1,,,,,6,,7,2,14,,5,4,1,,,5,1,13,4,1,4,,1,1,1,,8,,1,,6,27,18,39,8,,,,1,,2,2,2,1,,3,7,,,1,1,1,4,2,1,,2,2,4,3,,,2,,5,6,6,,1,,1,2,,3,,400
2017,7,3,2,7.758503401,0.430612245,26.85714286,4.869047619,2.763605442,1.391836735,0.904761905,102342.3469,0,2,3,,,,,,2,,,3,10,,3,2,2,7,1,1,6,1,,,,1,1,2,2,,,1,,4,7,,3,1,1,1,,,15,1,1,3,1,,2,,,1,,,,2,,,19,,1,2,,,1,5,3,,,,,,,1,9,,1,2,,,1,4,,,1,1,,,,1,1,,,,1,,,,,,,1,,,,,,7,,9,3,10,,3,3,,,1,8,1,11,2,1,3,1,,,,,,3,,,10,23,18,37,5,,,,3,,,1,3,1,3,2,7,2,1,1,,1,4,2,,,,,5,1,1,,,2,3,3,2,,2,1,,,1,,,359
2017,8,4,2,5.102564103,2.788811189,58.54545455,13.0025641,8.726573427,4.693473193,0.108158508,102558.1352,0,,5,,1,,,,,1,,7,12,,6,,,6,1,3,2,6,,1,,1,,4,1,,1,,1,4,3,2,3,4,,6,,1,12,3,1,,3,2,8,,1,3,1,,2,,1,2,20,,2,,,2,1,13,2,,,1,,,1,,18,1,2,3,,,,2,,,1,1,1,,,1,3,,,1,1,,,,3,,,,,,2,,5,17,2,14,1,6,,11,10,,,3,11,1,10,4,3,2,1,,,,,,1,1,,9,42,20,55,18,1,,,4,1,2,,6,3,3,2,3,1,,2,1,1,,3,7,,,3,1,,1,,,,3,2,2,,1,,,3,,4,,510
2017,9,1,2,6.522556391,1.695488722,49.46240602,11.48345865,9.030827068,6.381578947,1.538345865,101129.5113,0,,2,,,,,,2,,,5,4,,4,,4,5,,,3,,,2,1,2,,,,,1,,,2,3,4,,,2,2,,,11,,,,3,1,7,,1,1,,,,,,1,10,1,,1,,1,,8,,,2,,,,,1,8,1,,,,,,,,,1,1,,,1,1,1,,,,1,,,,1,,,,,,,,1,7,1,9,1,7,1,6,,2,1,1,3,3,7,1,1,,,,2,1,,3,2,,,6,32,23,31,9,,,,3,,,1,2,1,1,,6,,,2,1,,1,5,5,,1,,2,,,,,,8,2,1,,,,,4,,1,,321
2017,10,2,3,6.107142857,2.663888889,74.21428571,11.12063492,8.23015873,5.368650794,2.463492063,99546.78571,0,1,,,,,,,,,1,3,3,,3,1,1,5,1,1,1,,,,,1,1,1,,1,,1,,2,3,2,5,,2,,,2,8,1,,,1,,3,1,,6,,2,,,1,1,14,1,2,1,,,,6,3,,1,,,,,,10,1,2,1,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,,,1,,6,,7,,4,,3,,2,,,4,,11,4,1,,2,,,,,,2,1,,5,11,16,39,15,,,,,,,2,5,2,,,8,1,3,3,1,1,1,2,3,,,1,,1,,,,,4,2,,1,,1,,7,1,3,,301
2017,11,3,3,7.389513109,1.945318352,70.69662921,14.69700375,10.82696629,7.331835206,0.811235955,101855.2809,0,2,2,,1,1,,,1,,,2,6,,5,2,,3,,1,6,2,,,,,1,,2,,3,1,,4,2,,1,1,2,3,,,6,,,,,3,9,,,4,,,3,,2,4,12,,1,,,2,,7,2,,,,1,,,1,8,,,1,,,1,1,,,,1,,,,1,,,2,1,,,,,1,,1,2,,,,,,4,,6,,3,1,5,4,1,,3,4,,10,3,1,3,,2,,1,,3,2,,,7,19,20,35,16,,,1,2,,1,,1,1,1,2,6,1,1,1,1,2,,4,2,2,,,1,1,,,,,2,2,,,,,2,2,,6,,60
2017,12,4,3,5.994778068,2.563707572,85.7232376,14.56005222,10.28302872,6.440992167,0.218276762,101848.6684,0,1,2,,,,1,,1,,,4,9,,2,1,2,15,,2,1,4,,1,1,1,1,2,,,6,,,4,8,1,1,1,,,,,9,2,2,,,2,8,,1,2,1,2,3,,1,3,13,1,1,1,,2,,12,2,,,,1,,1,2,19,1,2,2,,,2,7,,,1,2,2,,,1,1,,1,1,,,,,1,,1,2,,,,,,6,,13,1,3,1,4,4,1,,1,6,1,22,6,,2,1,,1,,,3,2,2,,5,34,24,80,15,,,1,,1,2,1,8,6,1,3,2,1,,,,2,,6,4,,1,3,,,,,,,2,3,2,,,,,5,1,6,,333
2017,13,5,3,3.341246291,6.27388724,145.8189911,14.80326409,10.10682493,5.915133531,0.497329377,102102.6113,0,,2,1,,,,1,,,,3,6,,7,,3,8,,1,2,1,,3,,1,1,,1,,3,2,,3,,3,2,2,1,3,,,12,1,1,,,4,1,,1,2,,3,1,1,2,3,20,,1,,,1,,4,1,,,,,,,4,11,1,1,1,,,1,2,,,,,,,,2,1,,,,,1,,,1,,1,1,,,,1,1,12,,11,,4,,8,3,3,1,1,11,3,8,7,1,1,,1,,4,,2,2,1,,16,31,22,42,18,,,,,,2,1,1,,1,2,7,,3,2,,6,1,2,4,,,,4,1,1,,,,3,2,1,1,,,1,1,2,4,,173
2017,14,1,4,4.703703704,5.497453704,147.2731481,16.93912037,12.84375,8.683796296,0.018518519,101472.7546,0,,2,,1,,,,,,,3,11,,6,,2,11,,1,3,3,,1,,3,1,,1,,4,2,,7,1,,2,6,1,,,1,17,3,1,1,4,3,3,1,,7,,1,3,,2,1,27,1,,,,,,5,2,,,,,,,2,16,,2,,,,2,3,,,2,3,1,,1,3,,,,,1,,1,1,2,,,2,,,2,,3,10,1,13,1,6,,11,2,2,,1,9,,19,12,2,3,2,,1,2,,,1,1,,9,49,29,47,17,,,,3,1,3,,6,1,4,2,9,1,2,5,,2,,3,4,,1,1,,3,1,1,1,,7,3,2,,2,,1,1,1,3,,320
2017,15,2,4,1.266666667,10.73555556,219.1802469,19.02814815,12.6582716,5.916790123,0.01382716,102562.5679,0,2,2,,1,,,,,,1,4,6,4,,1,4,6,1,4,7,1,,,1,,,,,,2,,1,10,7,2,3,1,,5,2,1,14,1,,3,4,5,4,,,5,,2,5,,4,3,12,1,1,,,1,,13,2,,,1,,,,1,16,,2,1,,,,,,,1,,2,,,2,,,1,,1,,,,1,,,1,,,1,1,4,6,1,15,1,7,,3,4,,,1,9,1,20,5,,,1,,,2,1,2,1,1,,5,35,30,52,20,,1,,1,,,1,1,1,5,1,7,3,2,3,,6,5,2,9,,,2,1,2,1,,,,8,,3,,1,,,,2,1,,208
2017,16,3,4,5.643589744,4.473333333,149.9076923,15.41666667,11.28358974,6.815128205,0.070769231,101936.8205,0,,6,,,,,,,2,1,7,9,,1,,2,10,1,2,3,1,,,,3,1,2,,1,4,,,4,6,,1,3,2,1,,,16,1,2,,,1,4,,1,6,,,2,1,1,3,10,1,1,1,,,,6,3,,,,1,,2,1,17,1,1,1,,1,4,3,,,1,,1,1,1,2,,,,1,,,1,,,,,,,,,2,1,9,,11,1,12,1,9,5,1,1,2,13,3,8,4,1,3,,,,,2,3,2,1,,11,39,28,55,15,1,,,1,,2,1,2,,3,3,11,1,,4,2,3,2,1,6,,1,4,,1,,,,1,3,5,2,,,1,1,3,1,5,1,227
2017,17,4,4,5.289655172,4.153333333,146.8413793,15.6662069,11.49586207,7.415632184,0.033103448,102889.4253,0,4,4,,,,,1,,1,3,7,10,,3,1,5,10,,2,5,3,,1,,1,,,,1,1,1,,5,8,2,2,,2,2,1,1,17,,2,1,1,1,6,,1,4,,,1,,2,3,12,1,2,1,,,,7,1,1,,1,,,1,1,18,1,2,,,,3,5,,,1,,,,,2,1,,3,1,,,1,,,,,,1,1,2,,3,11,1,19,1,6,,13,1,1,,3,12,,18,11,1,4,1,,,1,,1,2,1,,12,37,29,73,15,,,1,3,,6,1,3,1,,1,5,1,1,2,,2,2,3,4,,2,2,3,1,,,1,2,1,2,3,,1,1,,4,3,1,,361
2017,18,1,5,5.9342723,2.894366197,138.6643192,14.97676056,9.716666667,4.920187793,0.44084507,101492.9343,0,4,2,,1,,,,1,,,2,10,,6,2,2,11,,3,1,1,,1,,2,,2,,,1,2,,5,5,1,2,2,,2,,3,18,,1,,,3,3,1,,5,,,2,,2,5,17,,1,1,,,,10,3,1,1,,,,,1,21,3,,,,,1,,,,4,1,,,,2,,1,2,,,,,,,,,1,,,1,,2,8,2,15,4,2,1,16,3,1,,2,7,2,17,11,,,1,,,2,,4,2,,,11,46,23,77,16,,,,3,,3,,2,2,1,1,6,,1,1,,3,2,5,4,1,3,1,3,1,1,,1,,4,5,4,1,5,2,,3,2,1,,188
2017,19,2,5,5.857142857,4.679008746,171.3673469,15.71282799,12.42507289,8.39154519,0.118367347,101805.9475,0,2,2,,1,1,,,,,,3,10,,4,1,3,16,,2,4,2,,1,,,1,,,,1,,,8,2,1,3,1,2,,,,12,,2,,3,2,4,,2,6,,1,1,,4,1,9,2,,,,,1,11,2,,,1,,1,,3,13,1,2,2,,1,2,5,,,1,,,1,,1,1,,1,1,,,,,1,,,1,,1,1,,3,9,,12,1,3,1,3,4,3,,3,5,2,12,4,1,3,,1,,,,1,2,4,4,8,26,29,26,14,,1,,1,,2,,1,1,3,,2,2,,2,2,3,,2,1,,2,,,3,2,,1,1,4,4,3,,1,,2,4,3,2,1,294
2017,20,3,5,5.208450704,4.949577465,179.8450704,19.57070423,14.00197183,9.553802817,1.081126761,101066.3944,0,4,8,,1,1,,,,1,1,5,4,,2,1,3,16,,1,3,,,1,,1,1,1,,,1,1,,4,6,2,,1,1,2,1,,18,1,,,,,9,,1,6,2,2,,,,4,15,3,,1,,4,2,9,,,1,1,1,,,1,15,,,,,,1,4,,1,,2,,,,1,1,1,,2,,,,,,,1,,,,,1,1,9,,7,,5,,4,2,,,2,12,1,11,3,1,1,,,,,,,1,,1,10,25,26,55,24,,1,,2,,1,2,2,,1,5,8,4,,,,2,2,,,,2,,1,2,,,1,1,7,1,3,1,,1,,5,1,1,1,314
2017,21,4,5,6.772413793,3.272758621,156.1827586,18.58758621,14.0937931,10.03551724,5.642758621,101683.931,0,2,2,,1,,,,,,1,3,9,1,3,,3,7,,,6,3,,,1,1,1,2,,,,,,4,1,,3,1,,1,1,,6,1,1,1,,3,1,,,4,,,1,,1,5,11,1,,5,,,,12,3,,,,,,2,,11,1,3,,,1,1,3,,,1,,,,,1,,1,1,,,1,,,,,,,1,,,,1,8,,14,2,5,,4,2,1,,1,4,2,9,2,1,,,,,,,1,3,,,4,19,13,37,10,,,,4,,,4,2,1,1,1,4,,,2,3,1,1,2,7,,,2,3,,1,,,3,5,7,3,,,,1,2,4,2,,187
2017,22,1,5,1.955223881,9.831940299,245.8192771,24.76716418,19.39014925,13.47343284,1.347462687,101880,0,6,2,1,,1,,,1,1,,3,8,,9,2,1,10,,2,,3,,1,,2,1,1,,,1,1,,1,9,,,4,2,1,,1,16,,,,1,2,2,1,1,2,,1,1,,1,3,15,1,1,2,,,,7,1,,,,,,,1,9,2,,1,,,1,3,,,,,,,,,1,,,,1,1,1,,,,,,,1,,1,1,8,,14,1,8,,7,2,1,,1,5,,13,9,1,1,,,,2,,2,,,,10,37,18,50,10,,,,3,,4,5,2,2,2,5,4,2,1,6,3,4,1,2,2,,1,1,1,,1,,,,4,2,3,,1,1,1,2,1,1,,352
2017,23,1,6,5.143851508,5.396055684,197.6983759,21.17447796,17.52018561,12.97447796,1.347099768,101578.6311,0,2,9,1,,,,,3,1,5,6,15,,4,1,1,24,,6,3,2,,,1,2,,1,,1,1,,,2,3,2,1,2,1,2,1,,10,1,2,3,,1,14,1,,4,,2,2,1,2,4,16,,1,1,,,,10,4,1,1,1,,,5,,12,1,,,,,1,3,,1,,2,,1,,1,2,,,,,1,1,,,1,,2,1,,,,,11,,11,3,4,,6,7,2,1,2,12,2,15,2,1,3,2,,1,3,,4,4,2,,9,38,24,49,7,,,,,,4,3,2,2,3,,7,,3,3,2,2,3,4,6,,,1,6,,1,,,,5,2,6,2,1,1,,5,2,6,1,381
2017,24,2,6,5.471641791,6.338208955,217.0626866,21.29074627,17.28925373,13.15343284,2.134328358,101124.9552,0,1,2,,,,1,,,1,6,6,8,1,8,,1,2,,,4,,,1,,1,2,,,,2,1,,4,1,1,1,2,,2,,1,10,1,,1,2,2,9,,,3,,,,,1,5,19,,,1,,1,3,3,3,,,3,,,,1,14,1,1,,,,1,8,,,1,1,,1,,,1,,,1,,,,,,,,1,,,1,,1,8,,13,2,4,,6,3,1,,5,9,,7,7,,2,,1,,3,,,1,1,,12,28,33,40,12,,,,1,,,1,2,1,1,5,5,1,,,1,5,1,4,5,1,,,5,1,,,1,,1,1,2,,,,,1,2,7,,265
2017,25,4,6,2.007380074,10.68892989,268.721519,28.83468635,20.63874539,13.88302583,0,102134.4649,0,,1,1,2,,1,,2,,3,4,7,,8,3,1,3,,,2,,,,,,,1,,,2,,,5,5,,1,2,,1,,,10,2,,1,,1,2,,,2,,,3,,4,1,16,,2,,,2,,4,3,,,2,,,2,3,13,1,,1,1,,1,1,,,1,,,,,1,1,,,,,2,1,,,,,1,,,,,2,2,,11,2,4,,2,1,,,2,3,2,6,3,,,,,,,1,2,,,,10,16,14,37,15,,,1,3,,,1,1,1,1,3,8,1,2,3,2,1,,1,,,3,,3,,2,,,2,5,5,2,,1,,,2,,4,1,255
2017,26,4,6,5.090497738,4.984162896,188.9904988,25.53348416,20.83371041,15.72352941,0,101468.1222,0,3,3,,1,,,,1,1,2,5,16,,6,3,,10,,4,1,3,,1,,3,,2,,,3,2,,2,10,1,1,1,,,,1,18,,1,2,1,,8,,,2,,2,,,1,2,9,,,1,,2,,8,2,,,1,,1,2,1,17,,,1,1,,1,9,,,,1,,,,,1,,1,,,,,,,,,,1,,,,3,12,,16,2,12,,11,6,2,,3,8,2,13,10,1,2,,,,1,,8,6,1,,14,38,24,71,24,,,,8,,1,1,5,6,,1,10,2,,2,4,4,1,9,13,,,1,4,3,,1,,,2,4,4,1,,,,2,3,2,,
2017,27,1,7,6.167037862,5.881514477,156.55902,22.21314031,18.05701559,13.94476615,2.138084633,100993.1403,0,,3,,1,,,1,1,,1,3,10,1,5,,1,16,,4,6,4,,2,,3,1,1,,,2,,1,,9,1,2,1,2,2,,1,12,,,1,3,3,24,,,5,1,1,2,,,5,20,4,,,,2,,7,4,,,1,,,1,1,18,3,3,2,,,1,9,,,2,1,1,,,,,,1,,,2,,,1,1,,,,,2,,,10,,14,,12,,9,2,3,1,2,10,1,14,6,1,3,,1,,1,,,4,1,,15,41,33,70,24,,2,,2,,4,2,,1,,2,11,,,2,2,5,1,2,1,,1,1,3,1,,1,,1,7,2,6,1,5,,,2,1,3,,
2017,28,2,7,4.267123288,8.791324201,231.8173516,27.9586758,22.06506849,16.26666667,0,101708.6758,0,3,4,,2,,1,,1,,1,12,7,,,1,3,14,,3,2,1,,,,2,,5,,,,,1,3,8,1,3,2,2,1,,1,18,2,1,,,2,6,,2,2,,,1,1,1,7,24,4,,,,,1,6,6,,,,,,1,,11,,,2,,,,3,,,1,3,,,,,,,2,3,1,1,,1,,,,2,,2,,,1,11,,15,1,31,,16,1,2,,2,15,2,17,6,,2,1,,,2,,2,3,1,,7,32,20,73,14,,,,2,,12,,4,2,2,4,7,1,1,3,3,6,1,7,3,2,1,2,,2,,,1,1,4,5,4,2,3,1,,1,2,3,,
2017,29,3,7,6.662337662,3.511904762,159.9805195,23.50519481,18.83787879,14.78354978,2.381818182,101893.9827,0,,5,,,,,,1,,3,6,14,1,20,,5,12,,3,3,3,,,,2,,2,1,,2,3,,3,8,1,6,2,1,4,,,11,,,1,4,,8,,1,6,1,1,3,,5,,27,1,2,,,1,,8,1,,,,,,,,13,,2,,,,2,5,,,1,2,,1,1,2,,1,1,1,,1,,1,,1,,,1,,1,2,5,13,,23,,11,1,9,2,,,4,8,1,17,6,3,2,,1,1,2,1,,2,1,1,10,49,19,51,20,,,,1,,4,,1,1,2,2,11,1,2,,1,5,1,2,8,,,1,1,2,2,,,1,5,3,2,,1,,,2,5,,,51
2017,30,4,7,5.950649351,4.816103896,189.1532468,21.34649351,18.42545455,14.48467532,5.574545455,101058.5714,0,1,4,,1,,,,,1,5,5,9,2,6,,3,5,,2,7,3,,1,,,,1,,,2,1,1,,8,2,6,1,2,,,,8,2,,2,2,3,13,,,2,1,,,,2,4,13,,1,1,,2,2,12,3,,,,,,,1,13,,,,,,,5,,,,1,,,,,1,,1,1,1,,,,,1,1,2,1,,2,1,4,11,,8,1,7,1,7,,,,3,8,2,13,3,1,1,,,,1,,2,6,1,,5,39,27,43,15,,,1,2,,,,3,1,4,3,8,1,,1,3,3,2,7,4,,,2,5,,,1,,1,4,4,3,,,1,,2,2,3,1,312
2017,31,1,7,6.620930233,3.399302326,158.6767442,21.78302326,17.89488372,14.15790698,4.070697674,100840.7674,0,1,5,,,,,,1,,2,4,13,2,7,1,1,5,2,2,5,1,,2,1,,2,5,1,,,1,1,3,5,4,4,3,1,1,,,12,3,1,,3,4,4,,,8,,1,5,,4,1,20,2,,1,,1,,11,2,,,2,,,5,,15,1,3,,,,3,3,,,1,1,,,,,1,1,1,4,1,1,,,,,,2,1,,,,4,12,,12,1,10,,8,7,1,,,12,3,16,3,,2,1,,,1,,4,3,2,,10,34,23,52,21,,,,,,1,,3,13,4,1,12,1,,4,2,1,,5,,,2,,1,1,,,1,,3,2,5,,,,,2,2,2,,243
2017,32,2,8,4.984042553,6.413829787,200.2819149,21.65132979,17.79148936,13.9087766,1.185106383,101445.2926,0,,2,,1,,,,,,1,6,7,2,5,2,,8,,4,2,1,,1,,,,2,,,2,2,,2,8,1,,3,,1,,1,16,,,,2,2,11,,,2,1,,1,1,2,2,17,1,,2,,2,,7,6,,,,,,3,1,9,1,1,1,1,,2,7,,,,1,2,,,,,,2,2,1,,,,,,1,,,,1,,2,6,1,16,2,8,2,7,8,,,1,6,1,12,4,,2,,2,2,4,,6,4,1,,8,32,22,52,21,,2,,2,,,1,5,,1,4,4,,1,6,1,5,1,1,4,,,2,5,2,1,,,1,2,4,4,,1,,,2,3,1,,354
2017,33,3,8,5.430379747,5.538924051,177.0189873,21.49272152,17.27879747,13.27468354,2.277848101,101808.1329,0,1,4,,1,,,,,,3,3,4,,1,,2,4,1,2,9,2,,3,,,2,,1,1,,2,,1,5,2,3,1,,5,,1,9,1,,1,6,3,3,,,2,,,4,,3,1,14,4,,1,,,,11,6,,,,,,2,1,11,,,,2,,,5,,,,1,1,1,,,,1,,,,1,1,,2,,,,,,1,,1,5,1,10,1,3,,3,1,2,,2,6,1,9,5,2,1,,,,2,1,2,2,3,1,7,24,17,50,14,,,,4,,1,2,3,1,2,3,3,1,1,1,1,2,,3,4,,1,,1,1,1,,,,4,2,4,,2,,,,3,5,,268
